# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	85965	86918	-							BKP64_RS00385	954		old_locus_tag=BKP64_00385
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	85965	86918	-	WP_070964472.1	WP_070964472.1		EamA family transporter			BKP64_RS00385	954	317	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	86915	87571	-							BKP64_RS00390	657		old_locus_tag=BKP64_00390
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	86915	87571	-	WP_070964474.1	WP_070964474.1		lactate utilization protein			BKP64_RS00390	657	218	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	87568	89007	-							BKP64_RS00395	1440		old_locus_tag=BKP64_00395
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	87568	89007	-	WP_070964477.1	WP_070964477.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			BKP64_RS00395	1440	479	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	89004	89783	-							BKP64_RS00400	780		old_locus_tag=BKP64_00400
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	89004	89783	-	WP_070973481.1	WP_070973481.1		(Fe-S)-binding protein			BKP64_RS00400	780	259	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	89913	90182	-							BKP64_RS00405	270		old_locus_tag=BKP64_00405
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	89913	90182	-	WP_070964480.1	WP_070964480.1		ComEA family DNA-binding protein			BKP64_RS00405	270	89	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	90607	92436	-					atzF		BKP64_RS00410	1830		old_locus_tag=BKP64_00410
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	90607	92436	-	WP_070964484.1	WP_070964484.1		allophanate hydrolase	atzF		BKP64_RS00410	1830	609	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	92774	94081	+					urtA		BKP64_RS00415	1308		old_locus_tag=BKP64_00415
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	92774	94081	+	WP_070964487.1	WP_070964487.1		urea ABC transporter substrate-binding protein	urtA		BKP64_RS00415	1308	435	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	94174	95772	+					urtB		BKP64_RS00420	1599		old_locus_tag=BKP64_00420
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	94174	95772	+	WP_070964489.1	WP_070964489.1		urea ABC transporter permease subunit UrtB	urtB		BKP64_RS00420	1599	532	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	95776	96900	+					urtC		BKP64_RS00425	1125		old_locus_tag=BKP64_00425
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	95776	96900	+	WP_070964492.1	WP_070964492.1		urea ABC transporter permease subunit UrtC	urtC		BKP64_RS00425	1125	374	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	96897	97721	+					urtD		BKP64_RS00430	825		old_locus_tag=BKP64_00430
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	96897	97721	+	WP_070964495.1	WP_070964495.1		urea ABC transporter ATP-binding protein UrtD	urtD		BKP64_RS00430	825	274	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	97721	98419	+					urtE		BKP64_RS00435	699		old_locus_tag=BKP64_00435
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	97721	98419	+	WP_070964497.1	WP_070964497.1		urea ABC transporter ATP-binding subunit UrtE	urtE		BKP64_RS00435	699	232	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	98416	99312	+							BKP64_RS00440	897		old_locus_tag=BKP64_00440
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	98416	99312	+	WP_070964500.1	WP_070964500.1		urease accessory protein UreD			BKP64_RS00440	897	298	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	99354	99656	+					ureA		BKP64_RS00445	303		old_locus_tag=BKP64_00445
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	99354	99656	+	WP_070964506.1	WP_070964506.1		urease subunit gamma	ureA		BKP64_RS00445	303	100	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	99667	99984	+							BKP64_RS00450	318		old_locus_tag=BKP64_00450
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	99667	99984	+	WP_070964508.1	WP_070964508.1		urease subunit beta			BKP64_RS00450	318	105	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	100134	101837	+					ureC		BKP64_RS00455	1704		old_locus_tag=BKP64_00455
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	100134	101837	+	WP_070973483.1	WP_070973483.1		urease subunit alpha	ureC		BKP64_RS00455	1704	567	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	101871	102401	+					ureE		BKP64_RS00460	531		old_locus_tag=BKP64_00460
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	101871	102401	+	WP_070964511.1	WP_070964511.1		urease accessory protein UreE	ureE		BKP64_RS00460	531	176	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	102385	103086	+							BKP64_RS00465	702		old_locus_tag=BKP64_00465
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	102385	103086	+	WP_070964514.1	WP_070964514.1		urease accessory protein UreF			BKP64_RS00465	702	233	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	103125	103763	+					ureG		BKP64_RS00470	639		old_locus_tag=BKP64_00470
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	103125	103763	+	WP_070964516.1	WP_070964516.1		urease accessory protein UreG	ureG		BKP64_RS00470	639	212	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	103807	104382	+							BKP64_RS00475	576		old_locus_tag=BKP64_00475
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	103807	104382	+	WP_070964519.1	WP_070964519.1		HupE/UreJ family protein			BKP64_RS00475	576	191	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	104555	105253	+							BKP64_RS00480	699		old_locus_tag=BKP64_00480
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	104555	105253	+	WP_070964520.1	WP_070964520.1		NERD domain-containing protein			BKP64_RS00480	699	232	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	105403	108270	+							BKP64_RS00485	2868		old_locus_tag=BKP64_00485
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	105403	108270	+	WP_070964522.1	WP_070964522.1		AAA family ATPase			BKP64_RS00485	2868	955	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	108476	109111	+							BKP64_RS00490	636		old_locus_tag=BKP64_00490
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	108476	109111	+	WP_070964524.1	WP_070964524.1		hypothetical protein			BKP64_RS00490	636	211	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	109485	111809	-							BKP64_RS00500	2325		old_locus_tag=BKP64_00500
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	109485	111809	-	WP_070964527.1	WP_070964527.1		protein kinase			BKP64_RS00500	2325	774	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	111857	113197	-							BKP64_RS00505	1341		old_locus_tag=BKP64_00505
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	111857	113197	-	WP_227515469.1	WP_227515469.1		hypothetical protein			BKP64_RS00505	1341	446	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	113356	113667	-							BKP64_RS00510	312		old_locus_tag=BKP64_00510
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	113356	113667	-	WP_236953991.1	WP_236953991.1		helix-turn-helix domain-containing protein			BKP64_RS00510	312	103	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	113834	114310	+							BKP64_RS00515	477		old_locus_tag=BKP64_00515
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	113834	114310	+	WP_070964535.1	WP_070964535.1		NlpC/P60 family protein			BKP64_RS00515	477	158	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	114414	115160	-							BKP64_RS00520	747		old_locus_tag=BKP64_00520
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	114414	115160	-	WP_070964538.1	WP_070964538.1		NYN domain-containing protein			BKP64_RS00520	747	248	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	115249	116049	-							BKP64_RS00525	801		old_locus_tag=BKP64_00525
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	115249	116049	-	WP_070964540.1	WP_070964540.1		class I SAM-dependent methyltransferase			BKP64_RS00525	801	266	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	116550	117242	+							BKP64_RS00530	693		old_locus_tag=BKP64_00530
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	116550	117242	+	WP_070964543.1	WP_070964543.1		transposase			BKP64_RS00530	693	230	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	117378	117665	-							BKP64_RS00535	288		old_locus_tag=BKP64_00535
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	117378	117665	-	WP_070964546.1	WP_070964546.1		coiled coil domain-containing protein			BKP64_RS00535	288	95	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	117936	118373	-							BKP64_RS00540	438		old_locus_tag=BKP64_00540
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	117936	118373	-	WP_070964549.1	WP_070964549.1		cytochrome c			BKP64_RS00540	438	145	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	118604	118927	-							BKP64_RS00545	324		old_locus_tag=BKP64_00545
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	118604	118927	-	WP_070964551.1	WP_070964551.1		thioredoxin family protein			BKP64_RS00545	324	107	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	119323	120594	+							BKP64_RS00550	1272		old_locus_tag=BKP64_00550
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	119323	120594	+	WP_070964554.1	WP_070964554.1		mechanosensitive ion channel			BKP64_RS00550	1272	423	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	120712	122037	-							BKP64_RS00555	1326		old_locus_tag=BKP64_00555
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	120712	122037	-	WP_070964558.1	WP_070964558.1		ethylbenzene dehydrogenase-related protein			BKP64_RS00555	1326	441	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	122302	122847	-							BKP64_RS00560	546		old_locus_tag=BKP64_00560
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	122302	122847	-	WP_070964561.1	WP_070964561.1		nucleoside 2-deoxyribosyltransferase			BKP64_RS00560	546	181	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	122851	123600	-							BKP64_RS00565	750		old_locus_tag=BKP64_00565
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	122851	123600	-	WP_070964563.1	WP_070964563.1		SDR family oxidoreductase			BKP64_RS00565	750	249	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	123845	124414	+							BKP64_RS00570	570		old_locus_tag=BKP64_00570
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	123845	124414	+	WP_070964565.1	WP_070964565.1		DJ-1/PfpI family protein			BKP64_RS00570	570	189	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	124475	124855	+							BKP64_RS00575	381		old_locus_tag=BKP64_00575
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	124475	124855	+	WP_070964568.1	WP_070964568.1		ribbon-helix-helix domain-containing protein			BKP64_RS00575	381	126	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	125032	125883	+							BKP64_RS00580	852		old_locus_tag=BKP64_00580
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	125032	125883	+	WP_070964570.1	WP_070964570.1		ion transporter			BKP64_RS00580	852	283	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	125900	126121	-							BKP64_RS00585	222		old_locus_tag=BKP64_00585
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	125900	126121	-	WP_070964573.1	WP_070964573.1		4-oxalocrotonate tautomerase family protein			BKP64_RS00585	222	73	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	126299	127900	+							BKP64_RS00590	1602		old_locus_tag=BKP64_00590
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	126299	127900	+	WP_070964577.1	WP_070964577.1		winged helix-turn-helix domain-containing protein			BKP64_RS00590	1602	533	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	128038	129825	+							BKP64_RS00595	1788		old_locus_tag=BKP64_00595
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	128038	129825	+	WP_070964580.1	WP_070964580.1		DEAD/DEAH box helicase			BKP64_RS00595	1788	595	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	129889	131028	-					lldD		BKP64_RS00600	1140		old_locus_tag=BKP64_00600
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	129889	131028	-	WP_070964583.1	WP_070964583.1		FMN-dependent L-lactate dehydrogenase LldD	lldD		BKP64_RS00600	1140	379	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	131468	131947	+							BKP64_RS00605	480		old_locus_tag=BKP64_00605
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	131468	131947	+	WP_070964585.1	WP_070964585.1		peptidylprolyl isomerase			BKP64_RS00605	480	159	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	132093	133397	+							BKP64_RS00610	1305		old_locus_tag=BKP64_00610
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	132093	133397	+	WP_070964588.1	WP_070964588.1		ferredoxin reductase family protein			BKP64_RS00610	1305	434	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	133928	134170	+							BKP64_RS00620	243		old_locus_tag=BKP64_00620
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	133928	134170	+	WP_070964594.1	WP_070964594.1		hypothetical protein			BKP64_RS00620	243	80	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	134284	135054	+							BKP64_RS00625	771		old_locus_tag=BKP64_00625
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	134284	135054	+	WP_070964596.1	WP_070964596.1		hypothetical protein			BKP64_RS00625	771	256	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	135073	135669	-							BKP64_RS00630	597		old_locus_tag=BKP64_00630
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	135073	135669	-	WP_070964599.1	WP_070964599.1		DUF938 domain-containing protein			BKP64_RS00630	597	198	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	135806	136738	+							BKP64_RS00635	933		old_locus_tag=BKP64_00635
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	135806	136738	+	WP_083329115.1	WP_083329115.1		methylated-DNA--[protein]-cysteine S-methyltransferase			BKP64_RS00635	933	310	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	136894	137187	+							BKP64_RS00640	294		old_locus_tag=BKP64_00640
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	136894	137187	+	WP_099092542.1	WP_099092542.1		hypothetical protein			BKP64_RS00640	294	97	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	137184	137387	-							BKP64_RS00645	204		old_locus_tag=BKP64_00645
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	137184	137387	-	WP_070964602.1	WP_070964602.1		hypothetical protein			BKP64_RS00645	204	67	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	137567	137773	-							BKP64_RS00650	207		old_locus_tag=BKP64_00650
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	137567	137773	-	WP_070964605.1	WP_070964605.1		cold-shock protein			BKP64_RS00650	207	68	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	138077	138262	-							BKP64_RS00655	186		old_locus_tag=BKP64_00655
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	138077	138262	-	WP_070964609.1	WP_070964609.1		hypothetical protein			BKP64_RS00655	186	61	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	138324	139427	-							BKP64_RS00660	1104		old_locus_tag=BKP64_00660
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	138324	139427	-	WP_227515470.1	WP_227515470.1		hypothetical protein			BKP64_RS00660	1104	367	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	139460	141151	+							BKP64_RS00665	1692		old_locus_tag=BKP64_00665
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	139460	141151	+	WP_083329116.1	WP_083329116.1		methyl-accepting chemotaxis protein			BKP64_RS00665	1692	563	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	141231	141899	-							BKP64_RS00670	669		old_locus_tag=BKP64_00670
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	141231	141899	-	WP_070964615.1	WP_070964615.1		glutathione S-transferase			BKP64_RS00670	669	222	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	141990	142883	-							BKP64_RS00675	894		old_locus_tag=BKP64_00675
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	141990	142883	-	WP_070964618.1	WP_070964618.1		patatin-like phospholipase family protein			BKP64_RS00675	894	297	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	143059	143514	+							BKP64_RS00680	456		old_locus_tag=BKP64_00680
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	143059	143514	+	WP_070964620.1	WP_070964620.1		GatB/YqeY domain-containing protein			BKP64_RS00680	456	151	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	143608	144246	+							BKP64_RS00685	639		old_locus_tag=BKP64_00685
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	143608	144246	+	WP_070964623.1	WP_070964623.1		SDR family oxidoreductase			BKP64_RS00685	639	212	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	144252	144947	+							BKP64_RS00690	696		old_locus_tag=BKP64_00690
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	144252	144947	+	WP_070964626.1	WP_070964626.1		hypothetical protein			BKP64_RS00690	696	231	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	145003	145722	+							BKP64_RS00695	720		old_locus_tag=BKP64_00695
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	145003	145722	+	WP_070964629.1	WP_070964629.1		molecular chaperone DnaJ			BKP64_RS00695	720	239	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	145826	147352	-							BKP64_RS00700	1527		old_locus_tag=BKP64_00700
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	145826	147352	-	WP_070964632.1	WP_070964632.1		M20/M25/M40 family metallo-hydrolase			BKP64_RS00700	1527	508	
